GEO_PICT,signal,TIME_PERIOD,OBS_VALUE
NU,sea,2010,0.7
NU,sea,2011,0.8
NU,sea,2012,0.4
NU,sea,2013,0.6
NU,sea,2014,0.5
NU,sea,2015,0
NU,sea,2016,0.4
NU,sea,2017,0.7
NU,sea,2018,0.6
NU,sea,2019,0.6
NU,sea,2020,0.7
NU,sea,2021,0.8
NU,sea,2022,0.9
NU,sea,2023,0.5
NU,sea,2024,0.6
NU,sea,2025,0.5
TV,sea,1850,0
TV,sea,1851,-0.4
TV,sea,1852,-0.1
TV,sea,1853,0
TV,sea,1854,0
TV,sea,1855,-0.1
TV,sea,1856,-0.3
TV,sea,1857,-0.5
TV,sea,1858,-0.2
TV,sea,1859,0.2
TV,sea,1860,-0.2
TV,sea,1861,-0.3
TV,sea,1862,-0.1
TV,sea,1863,-0.1
TV,sea,1864,-0.1
TV,sea,1865,-0.1
TV,sea,1866,-0.1
TV,sea,1867,-0.1
TV,sea,1868,0
TV,sea,1869,0.1
TV,sea,1870,-0.3
TV,sea,1871,0
TV,sea,1872,0
TV,sea,1873,-0.4
TV,sea,1874,-0.1
TV,sea,1875,-0.2
TV,sea,1876,-0.2
TV,sea,1877,-0.1
TV,sea,1878,-0.1
TV,sea,1879,-0.4
TV,sea,1880,-0.4
TV,sea,1881,0.2
TV,sea,1882,0.3
TV,sea,1883,-0.2
TV,sea,1884,-0.2
TV,sea,1885,-0.3
TV,sea,1886,-0.5
TV,sea,1887,-0.5
TV,sea,1888,-0.1
TV,sea,1889,-0.3
TV,sea,1890,-0.6
TV,sea,1891,-0.3
TV,sea,1892,-0.2
TV,sea,1893,-0.5
TV,sea,1894,-0.3
TV,sea,1895,-0.2
TV,sea,1896,-0.3
TV,sea,1897,-0.1
TV,sea,1898,-0.4
TV,sea,1899,-0.2
TV,sea,1900,0.1
TV,sea,1901,0
TV,sea,1902,-0.3
TV,sea,1903,-0.3
TV,sea,1904,-0.6
TV,sea,1905,-0.3
TV,sea,1906,-0.4
TV,sea,1907,-0.4
TV,sea,1908,-0.7
TV,sea,1909,-0.9
TV,sea,1910,-1.1
TV,sea,1911,-0.7
TV,sea,1912,-0.4
TV,sea,1913,-0.6
TV,sea,1914,-0.3
TV,sea,1915,-0.3
TV,sea,1916,-1
TV,sea,1917,-1.6
TV,sea,1918,-0.6
TV,sea,1919,-0.9
TV,sea,1920,-0.5
TV,sea,1921,-0.5
TV,sea,1922,-0.4
TV,sea,1923,-0.3
TV,sea,1924,-0.4
TV,sea,1925,-0.5
TV,sea,1926,-0.3
TV,sea,1927,-0.6
TV,sea,1928,-0.3
TV,sea,1929,-0.3
TV,sea,1930,-0.2
TV,sea,1931,-0.2
TV,sea,1932,-0.3
TV,sea,1933,-0.7
TV,sea,1934,-0.7
TV,sea,1935,-0.4
TV,sea,1936,-0.4
TV,sea,1937,-0.4
TV,sea,1938,-0.6
TV,sea,1939,-0.5
TV,sea,1940,0.1
TV,sea,1941,0.3
TV,sea,1942,0
TV,sea,1943,-0.2
TV,sea,1944,0.1
TV,sea,1945,0
TV,sea,1946,0.1
TV,sea,1947,0
TV,sea,1948,-0.4
TV,sea,1949,-0.5
TV,sea,1950,-0.7
TV,sea,1951,-0.2
TV,sea,1952,-0.2
TV,sea,1953,-0.1
TV,sea,1954,-0.4
TV,sea,1955,-0.7
TV,sea,1956,-0.6
TV,sea,1957,-0.4
TV,sea,1958,0
TV,sea,1959,-0.2
TV,sea,1960,-0.3
TV,sea,1961,-0.4
TV,sea,1962,-0.4
TV,sea,1963,-0.3
TV,sea,1964,-0.6
TV,sea,1965,-0.4
TV,sea,1966,0
TV,sea,1967,-0.4
TV,sea,1968,-0.3
TV,sea,1969,0.3
TV,sea,1970,-0.2
TV,sea,1971,-0.6
TV,sea,1972,-0.1
TV,sea,1973,-0.2
TV,sea,1974,-0.6
TV,sea,1975,-0.7
TV,sea,1976,-0.4
TV,sea,1977,0.1
TV,sea,1978,0
TV,sea,1979,0.1
TV,sea,1980,0.2
TV,sea,1981,-0.1
TV,sea,1982,0.1
TV,sea,1983,-0.2
TV,sea,1984,-0.2
TV,sea,1985,-0.2
TV,sea,1986,0
TV,sea,1987,0.1
TV,sea,1988,0
TV,sea,1989,-0.3
TV,sea,1990,0.3
TV,sea,1991,0.4
TV,sea,1992,0.2
TV,sea,1993,0.1
TV,sea,1994,0.3
TV,sea,1995,0.4
TV,sea,1996,0.1
TV,sea,1997,0.2
TV,sea,1998,-0.2
TV,sea,1999,-0.3
TV,sea,2000,-0.1
TV,sea,2001,0.2
TV,sea,2002,0.5
TV,sea,2003,0.6
TV,sea,2004,0.6
TV,sea,2005,0.5
TV,sea,2006,0.4
TV,sea,2007,0.4
TV,sea,2008,-0.2
TV,sea,2009,0.4
TV,sea,2010,0.2
TV,sea,2011,-0.2
TV,sea,2012,0.3
TV,sea,2013,0.4
TV,sea,2014,0.6
TV,sea,2015,0.6
TV,sea,2016,0.7
TV,sea,2017,0.5
TV,sea,2018,0.6
TV,sea,2019,0.8
TV,sea,2020,0.6
TV,sea,2021,0.2
TV,sea,2022,-0.1
TV,sea,2023,0.6
TV,sea,2024,0.9
TV,sea,2025,0.4
KI,sea,1850,-0.2
KI,sea,1851,-0.5
KI,sea,1852,-0.2
KI,sea,1853,-0.1
KI,sea,1854,-0.1
KI,sea,1855,0.1
KI,sea,1856,-0.6
KI,sea,1857,-0.8
KI,sea,1858,-0.2
KI,sea,1859,0.1
KI,sea,1860,-0.5
KI,sea,1861,-0.8
KI,sea,1862,-0.8
KI,sea,1863,-0.6
KI,sea,1864,-0.5
KI,sea,1865,-0.4
KI,sea,1866,-0.5
KI,sea,1867,-0.5
KI,sea,1868,-0.5
KI,sea,1869,-0.6
KI,sea,1870,-1.1
KI,sea,1871,-0.5
KI,sea,1872,-0.6
KI,sea,1873,-0.8
KI,sea,1874,-0.7
KI,sea,1875,-0.6
KI,sea,1876,-0.5
KI,sea,1877,0.4
KI,sea,1878,0
KI,sea,1879,-0.8
KI,sea,1880,-0.4
KI,sea,1881,0.1
KI,sea,1882,0
KI,sea,1883,-0.2
KI,sea,1884,-0.1
KI,sea,1885,0
KI,sea,1886,-0.8
KI,sea,1887,-1
KI,sea,1888,0.4
KI,sea,1889,-0.2
KI,sea,1890,-1
KI,sea,1891,-0.3
KI,sea,1892,-0.6
KI,sea,1893,-0.9
KI,sea,1894,-0.7
KI,sea,1895,-0.3
KI,sea,1896,0.2
KI,sea,1897,0
KI,sea,1898,-0.7
KI,sea,1899,-0.3
KI,sea,1900,0.5
KI,sea,1901,0
KI,sea,1902,0.4
KI,sea,1903,-0.1
KI,sea,1904,-0.7
KI,sea,1905,0.4
KI,sea,1906,-0.3
KI,sea,1907,-0.3
KI,sea,1908,-0.7
KI,sea,1909,-1.1
KI,sea,1910,-1.3
KI,sea,1911,-0.5
KI,sea,1912,-0.1
KI,sea,1913,-0.3
KI,sea,1914,0.2
KI,sea,1915,-0.1
KI,sea,1916,-1.2
KI,sea,1917,-2
KI,sea,1918,-0.3
KI,sea,1919,-0.5
KI,sea,1920,-0.2
KI,sea,1921,-0.7
KI,sea,1922,-0.6
KI,sea,1923,-0.3
KI,sea,1924,-0.6
KI,sea,1925,-0.5
KI,sea,1926,-0.1
KI,sea,1927,-0.6
KI,sea,1928,-0.4
KI,sea,1929,-0.3
KI,sea,1930,0.1
KI,sea,1931,-0.1
KI,sea,1932,-0.4
KI,sea,1933,-1
KI,sea,1934,-0.8
KI,sea,1935,-0.6
KI,sea,1936,-0.5
KI,sea,1937,-0.5
KI,sea,1938,-1.2
KI,sea,1939,-0.7
KI,sea,1940,0.5
KI,sea,1941,0.8
KI,sea,1942,-0.2
KI,sea,1943,-0.6
KI,sea,1944,-0.1
KI,sea,1945,-0.4
KI,sea,1946,-0.2
KI,sea,1947,-0.1
KI,sea,1948,-0.4
KI,sea,1949,-0.5
KI,sea,1950,-1.1
KI,sea,1951,-0.1
KI,sea,1952,-0.1
KI,sea,1953,0.2
KI,sea,1954,-0.5
KI,sea,1955,-1
KI,sea,1956,-0.9
KI,sea,1957,0.1
KI,sea,1958,0.5
KI,sea,1959,0
KI,sea,1960,-0.3
KI,sea,1961,-0.4
KI,sea,1962,-0.5
KI,sea,1963,0
KI,sea,1964,-0.7
KI,sea,1965,0.1
KI,sea,1966,0.3
KI,sea,1967,-0.3
KI,sea,1968,-0.1
KI,sea,1969,0.6
KI,sea,1970,-0.3
KI,sea,1971,-1
KI,sea,1972,0.2
KI,sea,1973,-0.4
KI,sea,1974,-1
KI,sea,1975,-1.2
KI,sea,1976,-0.5
KI,sea,1977,0.2
KI,sea,1978,-0.1
KI,sea,1979,0.1
KI,sea,1980,0.2
KI,sea,1981,-0.3
KI,sea,1982,0.5
KI,sea,1983,0
KI,sea,1984,-0.4
KI,sea,1985,-0.4
KI,sea,1986,0.1
KI,sea,1987,0.7
KI,sea,1988,-0.3
KI,sea,1989,-0.6
KI,sea,1990,0.3
KI,sea,1991,0.7
KI,sea,1992,0.5
KI,sea,1993,0.4
KI,sea,1994,0.6
KI,sea,1995,0.3
KI,sea,1996,-0.2
KI,sea,1997,0.6
KI,sea,1998,-0.1
KI,sea,1999,-0.8
KI,sea,2000,-0.7
KI,sea,2001,0
KI,sea,2002,0.7
KI,sea,2003,0.6
KI,sea,2004,0.6
KI,sea,2005,0.4
KI,sea,2006,0.4
KI,sea,2007,0.1
KI,sea,2008,-0.6
KI,sea,2009,0.4
KI,sea,2010,-0.1
KI,sea,2011,-0.7
KI,sea,2012,0
KI,sea,2013,0.1
KI,sea,2014,0.5
KI,sea,2015,1.1
KI,sea,2016,0.7
KI,sea,2017,0.2
KI,sea,2018,0.4
KI,sea,2019,0.8
KI,sea,2020,0.2
KI,sea,2021,-0.3
KI,sea,2022,-0.6
KI,sea,2023,0.7
KI,sea,2024,0.8
KI,sea,2025,0.1
NR,sea,1850,0.3
NR,sea,1851,-0.2
NR,sea,1852,0.2
NR,sea,1853,0.2
NR,sea,1854,0.1
NR,sea,1855,0.1
NR,sea,1856,-0.2
NR,sea,1857,-0.1
NR,sea,1858,0
NR,sea,1859,0.4
NR,sea,1860,-0.2
NR,sea,1861,-0.5
NR,sea,1862,-0.1
NR,sea,1863,-0.1
NR,sea,1864,0
NR,sea,1865,0.1
NR,sea,1866,0
NR,sea,1867,-0.2
NR,sea,1868,-0.2
NR,sea,1869,-0.1
NR,sea,1870,-0.7
NR,sea,1871,-0.2
NR,sea,1872,-0.2
NR,sea,1873,-0.4
NR,sea,1874,-0.1
NR,sea,1875,-0.2
NR,sea,1876,-0.3
NR,sea,1877,-0.4
NR,sea,1878,-0.4
NR,sea,1879,-0.7
NR,sea,1880,-0.3
NR,sea,1881,0.3
NR,sea,1882,0.6
NR,sea,1883,0
NR,sea,1884,0
NR,sea,1885,-0.3
NR,sea,1886,-0.4
NR,sea,1887,-0.5
NR,sea,1888,-0.1
NR,sea,1889,-0.6
NR,sea,1890,-0.3
NR,sea,1891,0.1
NR,sea,1892,0
NR,sea,1893,-0.2
NR,sea,1894,-0.1
NR,sea,1895,-0.1
NR,sea,1896,-0.3
NR,sea,1897,-0.2
NR,sea,1898,-0.5
NR,sea,1899,-0.1
NR,sea,1900,0.2
NR,sea,1901,0
NR,sea,1902,-0.5
NR,sea,1903,-0.2
NR,sea,1904,-0.4
NR,sea,1905,-0.3
NR,sea,1906,-0.6
NR,sea,1907,-0.2
NR,sea,1908,-0.7
NR,sea,1909,-0.7
NR,sea,1910,-1.2
NR,sea,1911,-0.7
NR,sea,1912,-0.4
NR,sea,1913,-0.5
NR,sea,1914,-0.1
NR,sea,1915,-0.4
NR,sea,1916,-1.2
NR,sea,1917,-2
NR,sea,1918,-0.5
NR,sea,1919,-1.1
NR,sea,1920,-0.5
NR,sea,1921,-0.5
NR,sea,1922,-0.3
NR,sea,1923,-0.2
NR,sea,1924,-0.4
NR,sea,1925,-0.6
NR,sea,1926,-0.4
NR,sea,1927,-0.8
NR,sea,1928,-0.4
NR,sea,1929,-0.2
NR,sea,1930,-0.2
NR,sea,1931,-0.2
NR,sea,1932,-0.4
NR,sea,1933,-0.9
NR,sea,1934,-0.9
NR,sea,1935,-0.4
NR,sea,1936,-0.4
NR,sea,1937,-0.5
NR,sea,1938,-0.7
NR,sea,1939,-0.4
NR,sea,1940,0
NR,sea,1941,0.1
NR,sea,1942,0
NR,sea,1943,-0.3
NR,sea,1944,0.1
NR,sea,1945,-0.2
NR,sea,1946,0.2
NR,sea,1947,-0.1
NR,sea,1948,-0.7
NR,sea,1949,-0.9
NR,sea,1950,-0.8
NR,sea,1951,-0.2
NR,sea,1952,-0.4
NR,sea,1953,-0.4
NR,sea,1954,-0.6
NR,sea,1955,-0.8
NR,sea,1956,-0.5
NR,sea,1957,-0.5
NR,sea,1958,0
NR,sea,1959,-0.2
NR,sea,1960,-0.4
NR,sea,1961,-0.4
NR,sea,1962,-0.3
NR,sea,1963,-0.2
NR,sea,1964,-0.7
NR,sea,1965,-0.5
NR,sea,1966,0
NR,sea,1967,-0.2
NR,sea,1968,-0.1
NR,sea,1969,0.5
NR,sea,1970,-0.3
NR,sea,1971,-0.8
NR,sea,1972,-0.2
NR,sea,1973,-0.4
NR,sea,1974,-0.6
NR,sea,1975,-1
NR,sea,1976,-0.4
NR,sea,1977,0
NR,sea,1978,0
NR,sea,1979,0.2
NR,sea,1980,0.3
NR,sea,1981,0.1
NR,sea,1982,0.2
NR,sea,1983,-0.2
NR,sea,1984,-0.3
NR,sea,1985,-0.2
NR,sea,1986,0.2
NR,sea,1987,0.1
NR,sea,1988,-0.1
NR,sea,1989,-0.3
NR,sea,1990,0.4
NR,sea,1991,0.5
NR,sea,1992,0.1
NR,sea,1993,0.1
NR,sea,1994,0.3
NR,sea,1995,0.4
NR,sea,1996,0.1
NR,sea,1997,0.2
NR,sea,1998,-0.4
NR,sea,1999,-0.5
NR,sea,2000,-0.4
NR,sea,2001,0.2
NR,sea,2002,0.6
NR,sea,2003,0.7
NR,sea,2004,0.7
NR,sea,2005,0.7
NR,sea,2006,0.5
NR,sea,2007,0.4
NR,sea,2008,-0.4
NR,sea,2009,0.4
NR,sea,2010,0
NR,sea,2011,-0.3
NR,sea,2012,0.1
NR,sea,2013,0.3
NR,sea,2014,0.8
NR,sea,2015,0.7
NR,sea,2016,0.6
NR,sea,2017,0.5
NR,sea,2018,0.8
NR,sea,2019,0.9
NR,sea,2020,0.6
NR,sea,2021,0.1
NR,sea,2022,-0.2
NR,sea,2023,0.7
NR,sea,2024,1
NR,sea,2025,0.3
CK,sea,1850,-0.2
CK,sea,1851,-0.3
CK,sea,1852,-0.1
CK,sea,1853,0.4
CK,sea,1854,0.3
CK,sea,1855,-0.2
CK,sea,1856,-0.2
CK,sea,1857,-0.6
CK,sea,1858,-0.1
CK,sea,1859,0.2
CK,sea,1860,-0.1
CK,sea,1861,-0.5
CK,sea,1862,-0.5
CK,sea,1863,-0.5
CK,sea,1864,-0.2
CK,sea,1865,-0.2
CK,sea,1866,-0.2
CK,sea,1867,-0.3
CK,sea,1868,-0.1
CK,sea,1869,-0.2
CK,sea,1870,-0.3
CK,sea,1871,0
CK,sea,1872,0
CK,sea,1873,-0.4
CK,sea,1874,-0.1
CK,sea,1875,-0.1
CK,sea,1876,0
CK,sea,1877,0
CK,sea,1878,-0.1
CK,sea,1879,-0.2
CK,sea,1880,-0.2
CK,sea,1881,0
CK,sea,1882,0
CK,sea,1883,-0.4
CK,sea,1884,-0.5
CK,sea,1885,-0.6
CK,sea,1886,-0.6
CK,sea,1887,-0.5
CK,sea,1888,-0.2
CK,sea,1889,0
CK,sea,1890,-0.6
CK,sea,1891,-0.4
CK,sea,1892,-0.3
CK,sea,1893,-0.6
CK,sea,1894,-0.2
CK,sea,1895,-0.1
CK,sea,1896,-0.3
CK,sea,1897,-0.1
CK,sea,1898,-0.2
CK,sea,1899,0
CK,sea,1900,0.2
CK,sea,1901,0.5
CK,sea,1902,-0.2
CK,sea,1903,-0.1
CK,sea,1904,-0.6
CK,sea,1905,-0.4
CK,sea,1906,0
CK,sea,1907,-0.4
CK,sea,1908,-0.4
CK,sea,1909,-0.8
CK,sea,1910,-0.7
CK,sea,1911,-0.6
CK,sea,1912,-0.3
CK,sea,1913,-0.4
CK,sea,1914,-0.2
CK,sea,1915,0
CK,sea,1916,-0.1
CK,sea,1917,-0.8
CK,sea,1918,-0.4
CK,sea,1919,-0.6
CK,sea,1920,-0.2
CK,sea,1921,-0.4
CK,sea,1922,-0.1
CK,sea,1923,-0.4
CK,sea,1924,-0.2
CK,sea,1925,-0.4
CK,sea,1926,-0.2
CK,sea,1927,-0.2
CK,sea,1928,-0.2
CK,sea,1929,-0.3
CK,sea,1930,-0.3
CK,sea,1931,-0.2
CK,sea,1932,-0.1
CK,sea,1933,-0.6
CK,sea,1934,-0.4
CK,sea,1935,-0.4
CK,sea,1936,-0.4
CK,sea,1937,-0.3
CK,sea,1938,-0.5
CK,sea,1939,-0.6
CK,sea,1940,0
CK,sea,1941,0.1
CK,sea,1942,0.2
CK,sea,1943,0.1
CK,sea,1944,0.3
CK,sea,1945,0.1
CK,sea,1946,0.2
CK,sea,1947,0.1
CK,sea,1948,-0.2
CK,sea,1949,0
CK,sea,1950,-0.2
CK,sea,1951,0
CK,sea,1952,0.3
CK,sea,1953,0.2
CK,sea,1954,0
CK,sea,1955,-0.4
CK,sea,1956,-0.4
CK,sea,1957,-0.1
CK,sea,1958,0
CK,sea,1959,0.1
CK,sea,1960,0
CK,sea,1961,0
CK,sea,1962,-0.3
CK,sea,1963,0
CK,sea,1964,-0.1
CK,sea,1965,-0.2
CK,sea,1966,0
CK,sea,1967,-0.2
CK,sea,1968,0
CK,sea,1969,0.2
CK,sea,1970,0.1
CK,sea,1971,-0.3
CK,sea,1972,-0.1
CK,sea,1973,0.3
CK,sea,1974,-0.4
CK,sea,1975,-0.4
CK,sea,1976,-0.4
CK,sea,1977,-0.1
CK,sea,1978,-0.2
CK,sea,1979,-0.2
CK,sea,1980,0
CK,sea,1981,-0.3
CK,sea,1982,0
CK,sea,1983,-0.3
CK,sea,1984,-0.1
CK,sea,1985,-0.3
CK,sea,1986,-0.2
CK,sea,1987,0
CK,sea,1988,0.2
CK,sea,1989,-0.2
CK,sea,1990,0
CK,sea,1991,0.3
CK,sea,1992,0.3
CK,sea,1993,0.1
CK,sea,1994,0.2
CK,sea,1995,0.3
CK,sea,1996,0.1
CK,sea,1997,0
CK,sea,1998,0
CK,sea,1999,0.1
CK,sea,2000,0.2
CK,sea,2001,0.2
CK,sea,2002,0.4
CK,sea,2003,0.5
CK,sea,2004,0.6
CK,sea,2005,0.5
CK,sea,2006,0.5
CK,sea,2007,0.5
CK,sea,2008,0.1
CK,sea,2009,0.5
CK,sea,2010,0.6
CK,sea,2011,0.1
CK,sea,2012,0.3
CK,sea,2013,0.5
CK,sea,2014,0.5
CK,sea,2015,0.4
CK,sea,2016,0.6
CK,sea,2017,0.6
CK,sea,2018,0.4
CK,sea,2019,0.7
CK,sea,2020,0.6
CK,sea,2021,0.4
CK,sea,2022,0.2
CK,sea,2023,0.5
CK,sea,2024,0.7
CK,sea,2025,0.5
MP,sea,1850,-0.4
MP,sea,1851,0.2
MP,sea,1852,0.1
MP,sea,1853,-0.1
MP,sea,1854,0.1
MP,sea,1855,-0.6
MP,sea,1856,-0.2
MP,sea,1857,-0.2
MP,sea,1858,-0.5
MP,sea,1859,0.1
MP,sea,1860,-0.3
MP,sea,1861,-0.5
MP,sea,1862,-0.6
MP,sea,1863,-0.4
MP,sea,1864,-0.5
MP,sea,1865,0
MP,sea,1866,-0.1
MP,sea,1867,-0.3
MP,sea,1868,-0.3
MP,sea,1869,0.4
MP,sea,1870,0.5
MP,sea,1871,-0.1
MP,sea,1872,0.1
MP,sea,1873,0
MP,sea,1874,-0.3
MP,sea,1875,-0.1
MP,sea,1876,0.1
MP,sea,1877,0
MP,sea,1878,0.6
MP,sea,1879,0.3
MP,sea,1880,-0.8
MP,sea,1881,-0.1
MP,sea,1882,-0.1
MP,sea,1883,-0.7
MP,sea,1884,-0.3
MP,sea,1885,-0.8
MP,sea,1886,-0.5
MP,sea,1887,0
MP,sea,1888,0.1
MP,sea,1889,0.2
MP,sea,1890,0
MP,sea,1891,0
MP,sea,1892,0.3
MP,sea,1893,-0.2
MP,sea,1894,0
MP,sea,1895,0.2
MP,sea,1896,0.4
MP,sea,1897,0.6
MP,sea,1898,0.2
MP,sea,1899,-0.5
MP,sea,1900,0
MP,sea,1901,-0.1
MP,sea,1902,-0.2
MP,sea,1903,-0.6
MP,sea,1904,-0.5
MP,sea,1905,-0.3
MP,sea,1906,-0.2
MP,sea,1907,-0.6
MP,sea,1908,-0.3
MP,sea,1909,-0.3
MP,sea,1910,-0.1
MP,sea,1911,-0.5
MP,sea,1912,-0.4
MP,sea,1913,-0.5
MP,sea,1914,-0.6
MP,sea,1915,-0.4
MP,sea,1916,-0.3
MP,sea,1917,-0.5
MP,sea,1918,-0.7
MP,sea,1919,-0.5
MP,sea,1920,-0.7
MP,sea,1921,-0.2
MP,sea,1922,-0.4
MP,sea,1923,-0.7
MP,sea,1924,-0.3
MP,sea,1925,-0.4
MP,sea,1926,-0.3
MP,sea,1927,-0.3
MP,sea,1928,-0.7
MP,sea,1929,-0.4
MP,sea,1930,-0.4
MP,sea,1931,-0.1
MP,sea,1932,-0.4
MP,sea,1933,-0.4
MP,sea,1934,-0.5
MP,sea,1935,-0.4
MP,sea,1936,-0.4
MP,sea,1937,-0.3
MP,sea,1938,-0.2
MP,sea,1939,-0.4
MP,sea,1940,-0.4
MP,sea,1941,0
MP,sea,1942,-0.1
MP,sea,1943,0.1
MP,sea,1944,0.1
MP,sea,1945,0.3
MP,sea,1946,0.3
MP,sea,1947,0
MP,sea,1948,-0.2
MP,sea,1949,-0.1
MP,sea,1950,-0.1
MP,sea,1951,0.1
MP,sea,1952,0.1
MP,sea,1953,0.1
MP,sea,1954,0.1
MP,sea,1955,-0.1
MP,sea,1956,-0.3
MP,sea,1957,-0.3
MP,sea,1958,-0.3
MP,sea,1959,-0.2
MP,sea,1960,0
MP,sea,1961,0
MP,sea,1962,-0.2
MP,sea,1963,-0.3
MP,sea,1964,-0.1
MP,sea,1965,-0.4
MP,sea,1966,-0.1
MP,sea,1967,-0.2
MP,sea,1968,-0.3
MP,sea,1969,0.1
MP,sea,1970,0.1
MP,sea,1971,0
MP,sea,1972,-0.6
MP,sea,1973,-0.1
MP,sea,1974,-0.2
MP,sea,1975,0
MP,sea,1976,-0.1
MP,sea,1977,-0.1
MP,sea,1978,-0.2
MP,sea,1979,-0.2
MP,sea,1980,0
MP,sea,1981,0.1
MP,sea,1982,-0.2
MP,sea,1983,-0.1
MP,sea,1984,0
MP,sea,1985,-0.1
MP,sea,1986,-0.1
MP,sea,1987,0
MP,sea,1988,0.5
MP,sea,1989,0.1
MP,sea,1990,-0.2
MP,sea,1991,-0.1
MP,sea,1992,-0.3
MP,sea,1993,-0.3
MP,sea,1994,-0.1
MP,sea,1995,0
MP,sea,1996,0.1
MP,sea,1997,0
MP,sea,1998,0.4
MP,sea,1999,0.7
MP,sea,2000,0.4
MP,sea,2001,0.6
MP,sea,2002,0.3
MP,sea,2003,0.3
MP,sea,2004,0.1
MP,sea,2005,0.2
MP,sea,2006,0.1
MP,sea,2007,0.4
MP,sea,2008,0.6
MP,sea,2009,0.4
MP,sea,2010,0.2
MP,sea,2011,0.2
MP,sea,2012,0.2
MP,sea,2013,0.4
MP,sea,2014,0.3
MP,sea,2015,0.2
MP,sea,2016,0.6
MP,sea,2017,0.8
MP,sea,2018,0.7
MP,sea,2019,0.7
MP,sea,2020,0.8
MP,sea,2021,0.8
MP,sea,2022,0.7
MP,sea,2023,0.5
MP,sea,2024,0.7
MP,sea,2025,0.9
FJ,sea,1850,-0.2
FJ,sea,1851,-0.1
FJ,sea,1852,-0.2
FJ,sea,1853,-0.1
FJ,sea,1854,-0.4
FJ,sea,1855,-0.4
FJ,sea,1856,-0.5
FJ,sea,1857,0.1
FJ,sea,1858,-0.2
FJ,sea,1859,0
FJ,sea,1860,0
FJ,sea,1861,-0.1
FJ,sea,1862,-0.1
FJ,sea,1863,0.1
FJ,sea,1864,0.1
FJ,sea,1865,0
FJ,sea,1866,0
FJ,sea,1867,0.1
FJ,sea,1868,0
FJ,sea,1869,0
FJ,sea,1870,0.2
FJ,sea,1871,0.1
FJ,sea,1872,0.2
FJ,sea,1873,0.1
FJ,sea,1874,0.1
FJ,sea,1875,0
FJ,sea,1876,0
FJ,sea,1877,-0.4
FJ,sea,1878,-0.1
FJ,sea,1879,0.3
FJ,sea,1880,0.1
FJ,sea,1881,-0.1
FJ,sea,1882,0
FJ,sea,1883,-0.5
FJ,sea,1884,-0.8
FJ,sea,1885,-1
FJ,sea,1886,-0.7
FJ,sea,1887,-0.5
FJ,sea,1888,-0.7
FJ,sea,1889,-0.3
FJ,sea,1890,-0.2
FJ,sea,1891,-0.3
FJ,sea,1892,-0.4
FJ,sea,1893,0.1
FJ,sea,1894,-0.4
FJ,sea,1895,-0.3
FJ,sea,1896,-0.4
FJ,sea,1897,-0.4
FJ,sea,1898,-0.1
FJ,sea,1899,-0.2
FJ,sea,1900,-0.6
FJ,sea,1901,-0.4
FJ,sea,1902,-1
FJ,sea,1903,-0.8
FJ,sea,1904,-0.7
FJ,sea,1905,-1.1
FJ,sea,1906,-0.6
FJ,sea,1907,-0.6
FJ,sea,1908,-0.6
FJ,sea,1909,-0.6
FJ,sea,1910,-0.3
FJ,sea,1911,-0.6
FJ,sea,1912,-0.7
FJ,sea,1913,-0.8
FJ,sea,1914,-0.8
FJ,sea,1915,-0.4
FJ,sea,1916,0
FJ,sea,1917,-0.2
FJ,sea,1918,-0.5
FJ,sea,1919,-0.9
FJ,sea,1920,-0.5
FJ,sea,1921,-0.6
FJ,sea,1922,-0.3
FJ,sea,1923,-0.5
FJ,sea,1924,-0.1
FJ,sea,1925,-0.5
FJ,sea,1926,-0.6
FJ,sea,1927,-0.3
FJ,sea,1928,-0.5
FJ,sea,1929,-0.5
FJ,sea,1930,-0.8
FJ,sea,1931,-0.7
FJ,sea,1932,-0.5
FJ,sea,1933,-0.4
FJ,sea,1934,-0.7
FJ,sea,1935,-0.3
FJ,sea,1936,-0.3
FJ,sea,1937,-0.3
FJ,sea,1938,-0.2
FJ,sea,1939,-0.5
FJ,sea,1940,-0.7
FJ,sea,1941,-0.5
FJ,sea,1942,-0.3
FJ,sea,1943,0.2
FJ,sea,1944,0.2
FJ,sea,1945,0
FJ,sea,1946,-0.3
FJ,sea,1947,-0.2
FJ,sea,1948,-0.2
FJ,sea,1949,-0.2
FJ,sea,1950,0
FJ,sea,1951,-0.2
FJ,sea,1952,0
FJ,sea,1953,-0.1
FJ,sea,1954,-0.3
FJ,sea,1955,-0.1
FJ,sea,1956,0.1
FJ,sea,1957,-0.3
FJ,sea,1958,-0.3
FJ,sea,1959,-0.3
FJ,sea,1960,-0.1
FJ,sea,1961,-0.1
FJ,sea,1962,-0.1
FJ,sea,1963,-0.2
FJ,sea,1964,-0.1
FJ,sea,1965,-0.6
FJ,sea,1966,-0.4
FJ,sea,1967,-0.2
FJ,sea,1968,-0.1
FJ,sea,1969,-0.3
FJ,sea,1970,0
FJ,sea,1971,0.1
FJ,sea,1972,-0.2
FJ,sea,1973,0.2
FJ,sea,1974,0.3
FJ,sea,1975,0.2
FJ,sea,1976,0
FJ,sea,1977,-0.4
FJ,sea,1978,-0.3
FJ,sea,1979,-0.1
FJ,sea,1980,-0.1
FJ,sea,1981,-0.1
FJ,sea,1982,-0.3
FJ,sea,1983,-0.3
FJ,sea,1984,0.1
FJ,sea,1985,-0.1
